country,city,village,number,name,address,administration,latitude,longitude,grade,type2,type,exec,diaper
68000,68000050,瓦窯里,H050000260,蘆竹區公一停車場B2女廁,桃園市蘆竹區仁愛路一段2號,縣市政府,25.05070366,121.2930021,特優級,交通,女廁所,力揚停車股份有限公司南崁公一營業所,0
68000,68000110,下埔里,H110000091,新屋農博環境教育園區西側-無障礙廁所,桃園市新屋區下埔里東興路二段888號(新屋氣象站旁),桃園市政府環境保護局,25.00633727,121.048007,特優級,觀光地區及風景區,無障礙廁所,桃園市政府環境保護局,0
68000,68000050,外社里,H050000194,蘆竹區外社社區發展協會女廁,桃園市蘆竹區山林路二段490號,縣市政府,25.08204054,121.3067243,特優級,社福機構、集會場所,女廁所,桃園市蘆竹區公所,0
68000,68000050,外社里,H050000193,蘆竹區外社社區發展協會男廁,桃園市蘆竹區山林路二段490號,縣市政府,25.08202693,121.3067136,特優級,社福機構、集會場所,男廁所,桃園市蘆竹區公所,0
68000,68000030,一心里,H030000047,麥當勞大溪慈湖店無障礙廁所,桃園市大溪區一心里慈湖路99號,和德昌股份有限公司,24.881665,121.289036,特優級,商業營業場所,無障礙廁所,麥當勞大溪慈湖店,0
68000,68000020,福德里,H020000894,中壢福海宮女廁,桃園市中壢區福德路38號,中壢福海宮,24.974053,121.258743,特優級,宗教禮儀場所,女廁所,中壢福海宮,0
68000,68000020,福德里,H020000893,中壢福海宮男廁,桃園市中壢區福德路38號,中壢福海宮,24.974053,121.258743,特優級,宗教禮儀場所,男廁所,中壢福海宮,0
68000,68000010,明德里,H010001279,瑞明公園女廁,桃園市桃園區莊一街80號,縣市政府,25.0217661,121.2939388,特優級,公園,女廁所,桃園市桃園區公所公燈管理課,0
68000,68000010,明德里,H010001278,瑞明公園男廁,桃園市桃園區莊一街80號,縣市政府,25.0217661,121.2939388,特優級,公園,男廁所,桃園市桃園區公所公燈管理課,0
68000,68000010,明德里,H010001277,桃園區明德公園女廁,桃園市桃園區中寧街38號,縣市政府,25.01840274,121.2961392,特優級,公園,女廁所,桃園市桃園區公所公燈管理課,0
68000,68000010,明德里,H010001276,桃園區明德公園男廁,桃園市桃園區中寧街38號,縣市政府,25.01840274,121.2961392,特優級,公園,男廁所,桃園市桃園區公所公燈管理課,0
68000,68000020,興仁里,H020000214,興仁親子公園女廁,桃園市中壢區興安一街12號對面,桃園市中壢區公所,24.96612194,121.2640755,特優級,公園,女廁所,桃園市中壢區公所公園路燈管理課,0
68000,68000040,楊梅里,H040000007,楊梅火車站大廳女廁,桃園市楊梅區楊梅里大成路256號,國營臺灣鐵路股份有限公司,24.91368475,121.1464977,特優級,交通,女廁所,國營臺灣鐵路股份有限公司楊梅站,0
68000,68000040,楊梅里,H040000006,楊梅火車站大廳男廁,桃園市楊梅區楊梅里大成路256號,國營臺灣鐵路股份有限公司,24.9139572,121.1462617,特優級,交通,男廁所,國營臺灣鐵路股份有限公司楊梅站,0
